0.000000, 0.683381
0.000001, 1.470994
0.000002, 1.167306
0.000003, 2.259634
0.000004, 0.923605
0.000005, 0.579592
0.000006, -0.057673
0.000007, 0.415291
0.000008, -0.248518
0.000009, 0.936320
0.000010, 0.072524
0.000011, 0.621228
0.000012, 0.345799
0.000013, -0.984119
0.000014, -1.536968
0.000015, -1.432483
0.000016, -1.095891
0.000017, -0.281406
0.000018, 0.110721
0.000019, 0.099391
0.000020, 0.121539
0.000021, 0.848673
0.000022, -0.364036
0.000023, 0.144556
0.000024, 0.054423
0.000025, 1.190212
0.000026, 1.326520
0.000027, 1.403484
0.000028, 1.151698
0.000029, 0.382006
0.000030, -0.752040
0.000031, -1.692787
0.000032, -1.640187
0.000033, -0.864900
0.000034, -0.974551
0.000035, 0.085234
0.000036, 0.425092
0.000037, -0.989506
0.000038, 0.332185
0.000039, -1.281723
0.000040, -0.949128
0.000041, -0.058886
0.000042, -0.892717
0.000043, 2.464464
0.000044, 2.704348
0.000045, 1.233740
0.000046, 0.285601
0.000047, 0.555698
0.000048, 0.100976
0.000049, -0.209296
0.000050, -0.396365
0.000051, -0.058074
0.000052, 0.569219
0.000053, -1.119269
0.000054, -0.572431
0.000055, -0.912235
0.000056, -1.809977
0.000057, -0.212805
0.000058, -0.603012
0.000059, 0.152318
0.000060, 0.417544
0.000061, 1.505591
0.000062, -0.658768
0.000063, 0.744620
0.000064, 0.505594
0.000065, 0.385989
0.000066, -0.115252
0.000067, 1.259394
0.000068, 1.361601
0.000069, 1.120744
0.000070, -0.506117
0.000071, -0.212060
0.000072, -0.671739
0.000073, -2.020603
0.000074, -0.917985
0.000075, -2.033225
0.000076, 0.287185
0.000077, 0.025872
0.000078, 0.104404
0.000079, -1.073069
0.000080, -0.683085
0.000081, -0.574612
0.000082, -0.974772
0.000083, 0.968206
0.000084, 0.577217
0.000085, 2.104694
0.000086, 1.243280
0.000087, 0.922128
0.000088, 0.216775
0.000089, 0.108478
0.000090, -0.244109
0.000091, -0.633616
0.000092, -0.419345
0.000093, -0.738232
0.000094, 0.354654
0.000095, -1.355527
0.000096, -0.717384
0.000097, -2.058576
0.000098, -1.275628
0.000099, -0.435085
0.000100, -0.252282
0.000101, 0.428178
0.000102, 1.503909
0.000103, 1.360643
0.000104, 1.523347
0.000105, 0.362484
0.000106, 0.097870
0.000107, 0.445503
0.000108, -0.160941
0.000109, -0.175926
0.000110, 0.797227
0.000111, -0.616968
0.000112, 0.724561
0.000113, -1.642824
0.000114, -1.075805
0.000115, -2.074338
0.000116, -0.804888
0.000117, -1.257365
0.000118, 0.369860
0.000119, 0.042498
0.000120, 0.251172
0.000121, 0.484771
0.000122, -1.135717
0.000123, -0.079685
0.000124, 0.373424
0.000125, 2.182213
0.000126, 2.207678
0.000127, 1.572042
0.000128, 0.055122
0.000129, 0.725971
0.000130, -0.913845
0.000131, -0.750111
0.000132, -1.587088
0.000133, -0.402397
0.000134, 0.515405
0.000135, -0.024885
0.000136, -0.968806
0.000137, -0.785355
0.000138, -1.393696
0.000139, -0.373682
0.000140, -0.641382
0.000141, 0.166152
0.000142, 0.407473
0.000143, 1.527584
0.000144, 1.579943
0.000145, 1.622369
0.000146, 1.119432
0.000147, 1.116220
0.000148, -0.167846
0.000149, -0.238297
0.000150, -0.477794
0.000151, -0.394122
0.000152, 0.096199
0.000153, -0.335807
0.000154, -1.179419
0.000155, -1.381111
0.000156, -0.647879
0.000157, -1.890276
0.000158, -0.395080
0.000159, 0.162446
0.000160, 0.981049
0.000161, 1.377384
0.000162, 0.320951
0.000163, 0.787362
0.000164, 1.078298
0.000165, 0.769578
0.000166, -0.074673
0.000167, 1.346338
0.000168, 0.601227
0.000169, 1.740916
0.000170, 0.872555
0.000171, 0.377970
0.000172, -1.295728
0.000173, -1.749897
0.000174, -0.358441
0.000175, -0.994938
0.000176, 0.155393
0.000177, -0.330324
0.000178, 0.420033
0.000179, -0.266368
0.000180, 0.425641
0.000181, 0.005297
0.000182, 0.681026
0.000183, 1.615458
0.000184, 0.872586
0.000185, 2.126107
0.000186, 1.672931
0.000187, 1.193641
0.000188, -0.857507
